Market,Customer,Business Segment,Category,Model,Color,SalesDate,SalesPeriod,ListPrice,UnitPrice,OrderQty,Sales Amount
Southwest,Advanced Bike Components,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,6/7/2008,6/1/2008,50,29,1,29
Southwest,Advanced Bike Components,Bikes,Road Bikes,Road-650,Black,6/18/2008,6/1/2008,783,419,2,839
Southwest,Advanced Bike Components,Components,Road Frames,LL Road Frame,Black,6/8/2008,6/1/2008,337,179,2,357
Southwest,Advanced Bike Components,Bikes,Road Bikes,Road-450,Red,6/18/2008,6/1/2008,1458,875,1,875
Southwest,Advanced Bike Components,Bikes,Road Bikes,Road-450,Red,6/16/2008,6/1/2008,1458,875,3,2624
Northwest,Central Discount Store,Clothing,Caps,Cycling Cap,Multi,6/10/2008,6/1/2008,9,5,1,5
Northwest,Central Discount Store,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,6/24/2008,6/1/2008,50,29,4,115
Northwest,Central Discount Store,Clothing,Socks,Mountain Bike Socks,White,6/26/2008,6/1/2008,10,6,6,34
Northwest,Central Discount Store,Bikes,Mountain Bikes,Mountain-100,Silver,7/1/2008,6/1/2008,3400,850,1,850
Northwest,Central Discount Store,Bikes,Mountain Bikes,Mountain-100,Black,6/13/2008,6/1/2008,3375,844,1,844
Northwest,Central Discount Store,Bikes,Mountain Bikes,Mountain-100,Silver,6/10/2008,6/1/2008,3400,850,2,1700
Northwest,Central Discount Store,Bikes,Mountain Bikes,Mountain-100,Black,6/19/2008,6/1/2008,3375,844,1,844
Southeast,Stylish Department Stores,Bikes,Road Bikes,Road-650,Black,7/1/2008,6/1/2008,783,419,3,1258
Southeast,Stylish Department Stores,Bikes,Road Bikes,Road-650,Red,6/5/2008,6/1/2008,783,419,2,839
Southeast,Stylish Department Stores,Bikes,Road Bikes,Road-650,Red,6/28/2008,6/1/2008,783,419,1,419
Southeast,Stylish Department Stores,Clothing,Caps,Cycling Cap,Multi,6/18/2008,6/1/2008,9,5,2,10
Southeast,Stylish Department Stores,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,6/3/2008,6/1/2008,50,29,1,29
Northeast,Larger Cycle Shop,Components,Road Frames,LL Road Frame,Red,6/1/2008,6/1/2008,337,184,1,184
Northeast,Larger Cycle Shop,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,6/15/2008,6/1/2008,50,29,2,58
Northeast,Larger Cycle Shop,Components,Road Frames,LL Road Frame,Black,6/11/2008,6/1/2008,337,179,1,179
Northeast,Larger Cycle Shop,Bikes,Road Bikes,Road-450,Red,6/6/2008,6/1/2008,1458,875,5,4374
Northeast,Larger Cycle Shop,Components,Road Frames,HL Road Frame,Red,6/17/2008,6/1/2008,1432,758,3,2274
Northeast,Larger Cycle Shop,Accessories,Helmets,Sport-100,Red,6/28/2008,6/1/2008,35,20,6,121
Northeast,Larger Cycle Shop,Bikes,Road Bikes,Road-150,Red,6/4/2008,6/1/2008,3578,2147,1,2147
Northeast,Larger Cycle Shop,Components,Road Frames,ML Road Frame,Red,6/17/2008,6/1/2008,595,357,2,714
Northeast,Larger Cycle Shop,Bikes,Road Bikes,Road-450,Red,6/8/2008,6/1/2008,1458,875,1,875
Northeast,Larger Cycle Shop,Accessories,Helmets,Sport-100,Black,6/6/2008,6/1/2008,35,20,4,81
Northeast,Larger Cycle Shop,Clothing,Caps,Cycling Cap,Multi,6/7/2008,6/1/2008,9,5,6,31
Northeast,Larger Cycle Shop,Components,Road Frames,ML Road Frame,Red,6/20/2008,6/1/2008,595,357,8,2855
Northeast,Larger Cycle Shop,Bikes,Road Bikes,Road-650,Red,6/1/2008,6/1/2008,783,419,9,3775
Northeast,Larger Cycle Shop,Bikes,Road Bikes,Road-650,Red,6/15/2008,6/1/2008,783,419,4,1678
Northeast,Larger Cycle Shop,Bikes,Road Bikes,Road-650,Red,6/14/2008,6/1/2008,783,419,4,1678
Northeast,Larger Cycle Shop,Bikes,Road Bikes,Road-650,Red,6/27/2008,6/1/2008,783,419,6,2517
Northeast,Larger Cycle Shop,Bikes,Road Bikes,Road-650,Black,6/15/2008,6/1/2008,783,419,5,2097
Northeast,Larger Cycle Shop,Bikes,Road Bikes,Road-650,Black,6/27/2008,6/1/2008,783,419,7,2936
Northeast,Larger Cycle Shop,Components,Road Frames,LL Road Frame,Red,6/7/2008,6/1/2008,337,184,2,368
Northeast,Larger Cycle Shop,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,6/22/2008,6/1/2008,50,29,2,58
Northeast,Larger Cycle Shop,Bikes,Road Bikes,Road-450,Red,6/22/2008,6/1/2008,1458,875,3,2624
Northeast,Larger Cycle Shop,Bikes,Road Bikes,Road-650,Black,6/19/2008,6/1/2008,783,419,2,839
Northeast,Larger Cycle Shop,Components,Road Frames,HL Road Frame,Red,6/2/2008,6/1/2008,1432,758,1,758
Northeast,Larger Cycle Shop,Accessories,Helmets,Sport-100,Blue,6/13/2008,6/1/2008,35,20,5,101
Northeast,Larger Cycle Shop,Components,Road Frames,LL Road Frame,Red,6/2/2008,6/1/2008,337,184,2,368
Northeast,Larger Cycle Shop,Bikes,Road Bikes,Road-450,Red,6/28/2008,6/1/2008,1458,875,2,1750
Northeast,Larger Cycle Shop,Bikes,Road Bikes,Road-650,Black,6/8/2008,6/1/2008,783,419,5,2097
Northeast,Larger Cycle Shop,Bikes,Road Bikes,Road-650,Red,6/29/2008,6/1/2008,783,419,6,2517
Northeast,Larger Cycle Shop,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,6/11/2008,6/1/2008,50,29,5,144
Northeast,Larger Cycle Shop,Bikes,Road Bikes,Road-650,Black,6/11/2008,6/1/2008,783,405,14,5677
Northeast,Larger Cycle Shop,Components,Road Frames,LL Road Frame,Black,6/4/2008,6/1/2008,337,179,2,357
Northeast,Larger Cycle Shop,Components,Road Frames,LL Road Frame,Red,7/1/2008,6/1/2008,337,184,1,184
Southwest,Paint Supply,Components,Mountain Frames,HL Mountain Frame,Silver,6/15/2008,6/1/2008,1365,723,1,723
Southwest,Paint Supply,Components,Mountain Frames,HL Mountain Frame,Silver,6/18/2008,6/1/2008,1365,819,1,819
Southwest,Paint Supply,Accessories,Helmets,Sport-100,Red,6/7/2008,6/1/2008,35,20,2,40
Southwest,Paint Supply,Components,Mountain Frames,HL Mountain Frame,Black,6/28/2008,6/1/2008,1350,810,1,810
Southwest,Paint Supply,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,6/2/2008,6/1/2008,50,29,3,87
Southwest,Paint Supply,Components,Mountain Frames,HL Mountain Frame,Black,6/28/2008,6/1/2008,1350,715,1,715
Southwest,Paint Supply,Bikes,Mountain Bikes,Mountain-100,Black,6/19/2008,6/1/2008,3375,844,2,1687
Southwest,Paint Supply,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,6/9/2008,6/1/2008,50,29,2,58
Southwest,Paint Supply,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,6/25/2008,6/1/2008,50,29,2,58
Southwest,Paint Supply,Bikes,Mountain Bikes,Mountain-100,Silver,6/18/2008,6/1/2008,3400,850,3,2550
Southwest,Paint Supply,Bikes,Mountain Bikes,Mountain-100,Silver,6/27/2008,6/1/2008,3400,850,2,1700
Southwest,Paint Supply,Accessories,Helmets,Sport-100,Blue,6/25/2008,6/1/2008,35,20,6,121
Southwest,Paint Supply,Bikes,Mountain Bikes,Mountain-100,Black,6/28/2008,6/1/2008,3375,844,3,2531
Southwest,Paint Supply,Bikes,Mountain Bikes,Mountain-100,Silver,6/26/2008,6/1/2008,3400,850,5,4250
Southwest,Paint Supply,Clothing,Caps,Cycling Cap,Multi,6/9/2008,6/1/2008,9,5,8,41
Northwest,Scooters and Bikes Store,Accessories,Helmets,Sport-100,Black,6/23/2008,6/1/2008,35,20,1,20
Northwest,Scooters and Bikes Store,Bikes,Road Bikes,Road-150,Red,6/9/2008,6/1/2008,3578,2147,2,4294
Northwest,Scooters and Bikes Store,Accessories,Helmets,Sport-100,Red,6/9/2008,6/1/2008,35,20,2,40
Northwest,Scooters and Bikes Store,Bikes,Road Bikes,Road-450,Red,6/23/2008,6/1/2008,1458,875,3,2624
Northwest,Scooters and Bikes Store,Bikes,Road Bikes,Road-650,Black,7/1/2008,6/1/2008,783,419,2,839
Northwest,Scooters and Bikes Store,Components,Road Frames,LL Road Frame,Black,7/1/2008,6/1/2008,337,179,4,714
Northwest,Scooters and Bikes Store,Bikes,Road Bikes,Road-650,Black,6/2/2008,6/1/2008,783,419,2,839
Northwest,Scooters and Bikes Store,Bikes,Road Bikes,Road-650,Red,6/10/2008,6/1/2008,783,419,1,419
Northwest,Scooters and Bikes Store,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,6/3/2008,6/1/2008,50,29,1,29
Northwest,Scooters and Bikes Store,Bikes,Road Bikes,Road-450,Red,6/6/2008,6/1/2008,1458,875,4,3499
Northwest,Scooters and Bikes Store,Components,Road Frames,LL Road Frame,Red,6/24/2008,6/1/2008,337,184,2,368
Northwest,Scooters and Bikes Store,Clothing,Caps,Cycling Cap,Multi,6/16/2008,6/1/2008,9,5,3,16
Northwest,Scooters and Bikes Store,Bikes,Road Bikes,Road-150,Red,6/24/2008,6/1/2008,3578,2147,4,8588
Northwest,Scooters and Bikes Store,Bikes,Road Bikes,Road-150,Red,6/23/2008,6/1/2008,3578,2147,1,2147
Northwest,Scooters and Bikes Store,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,6/6/2008,6/1/2008,50,29,1,29
Northwest,Scooters and Bikes Store,Bikes,Road Bikes,Road-650,Black,6/15/2008,6/1/2008,783,419,2,839
Northwest,Scooters and Bikes Store,Bikes,Road Bikes,Road-650,Black,6/27/2008,6/1/2008,783,419,4,1678
Northwest,Scooters and Bikes Store,Bikes,Road Bikes,Road-650,Red,6/11/2008,6/1/2008,783,419,2,839
Northwest,Scooters and Bikes Store,Bikes,Road Bikes,Road-650,Red,6/27/2008,6/1/2008,783,419,1,419
Northwest,Scooters and Bikes Store,Accessories,Helmets,Sport-100,Blue,6/1/2008,6/1/2008,35,20,3,61
Northwest,Scooters and Bikes Store,Components,Road Frames,LL Road Frame,Black,6/10/2008,6/1/2008,337,179,1,179
Northwest,Scooters and Bikes Store,Bikes,Road Bikes,Road-650,Red,6/12/2008,6/1/2008,783,419,2,839
Northwest,Scooters and Bikes Store,Bikes,Road Bikes,Road-650,Black,6/30/2008,6/1/2008,783,419,1,419
Northwest,Scooters and Bikes Store,Bikes,Road Bikes,Road-450,Red,6/16/2008,6/1/2008,1458,875,4,3499
Northwest,Scooters and Bikes Store,Components,Road Frames,ML Road Frame,Red,6/11/2008,6/1/2008,595,357,1,357
Northwest,Scooters and Bikes Store,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,6/2/2008,6/1/2008,50,29,1,29
Northwest,Scooters and Bikes Store,Bikes,Road Bikes,Road-150,Red,6/27/2008,6/1/2008,3578,2147,4,8588
Northwest,Scooters and Bikes Store,Bikes,Road Bikes,Road-650,Red,6/8/2008,6/1/2008,783,419,2,839
Northwest,Scooters and Bikes Store,Components,Road Frames,LL Road Frame,Red,6/26/2008,6/1/2008,337,184,3,552
Northwest,Scooters and Bikes Store,Components,Road Frames,LL Road Frame,Red,6/10/2008,6/1/2008,337,184,3,552
Northwest,Scooters and Bikes Store,Bikes,Road Bikes,Road-650,Black,6/16/2008,6/1/2008,783,419,2,839
Northwest,Scooters and Bikes Store,Bikes,Road Bikes,Road-150,Red,6/14/2008,6/1/2008,3578,2147,4,8588
Northwest,Scooters and Bikes Store,Bikes,Road Bikes,Road-450,Red,6/2/2008,6/1/2008,1458,875,3,2624
Northwest,Scooters and Bikes Store,Components,Road Frames,LL Road Frame,Red,6/11/2008,6/1/2008,337,184,1,184
Northwest,Scooters and Bikes Store,Bikes,Road Bikes,Road-650,Red,6/25/2008,6/1/2008,783,419,2,839
Northwest,Scooters and Bikes Store,Bikes,Road Bikes,Road-450,Red,6/30/2008,6/1/2008,1458,875,2,1750
Northwest,Sports Commodities,Bikes,Mountain Bikes,Mountain-100,Silver,6/29/2008,6/1/2008,3400,850,1,850
Northwest,Sports Commodities,Bikes,Mountain Bikes,Mountain-100,Silver,6/25/2008,6/1/2008,3400,850,1,850
Northwest,Sports Commodities,Bikes,Mountain Bikes,Mountain-100,Silver,6/14/2008,6/1/2008,3400,850,1,850
Northwest,Sports Commodities,Bikes,Mountain Bikes,Mountain-100,Silver,6/19/2008,6/1/2008,3400,850,1,850
Northwest,Sports Commodities,Clothing,Socks,Mountain Bike Socks,White,6/21/2008,6/1/2008,10,6,2,11
Northwest,Sports Commodities,Clothing,Socks,Mountain Bike Socks,White,6/2/2008,6/1/2008,10,6,3,17
Southwest,Stationary Bikes and Stands,Bikes,Road Bikes,Road-450,Red,6/24/2008,6/1/2008,1458,875,2,1750
Southwest,Stationary Bikes and Stands,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,6/7/2008,6/1/2008,50,29,2,58
Southwest,Stationary Bikes and Stands,Bikes,Road Bikes,Road-150,Red,6/23/2008,6/1/2008,3578,2147,1,2147
Southwest,Stationary Bikes and Stands,Bikes,Road Bikes,Road-450,Red,6/2/2008,6/1/2008,1458,875,5,4374
Southwest,Stationary Bikes and Stands,Components,Road Frames,ML Road Frame,Red,6/14/2008,6/1/2008,595,357,3,1071
Southwest,Stationary Bikes and Stands,Bikes,Road Bikes,Road-650,Black,6/9/2008,6/1/2008,783,419,1,419
Southwest,Stationary Bikes and Stands,Bikes,Road Bikes,Road-650,Black,6/15/2008,6/1/2008,783,419,2,839
Southwest,Stationary Bikes and Stands,Bikes,Road Bikes,Road-650,Red,6/3/2008,6/1/2008,783,419,8,3356
Southwest,Stationary Bikes and Stands,Components,Road Frames,LL Road Frame,Black,6/3/2008,6/1/2008,337,179,1,179
Southwest,Stationary Bikes and Stands,Accessories,Helmets,Sport-100,Red,6/10/2008,6/1/2008,35,20,1,20
Southwest,Stationary Bikes and Stands,Bikes,Road Bikes,Road-150,Red,6/24/2008,6/1/2008,3578,2147,2,4294
Southwest,Stationary Bikes and Stands,Bikes,Road Bikes,Road-650,Red,6/23/2008,6/1/2008,783,419,2,839
Southwest,Stationary Bikes and Stands,Components,Road Frames,LL Road Frame,Red,6/15/2008,6/1/2008,337,184,3,552
Southwest,Stationary Bikes and Stands,Bikes,Road Bikes,Road-450,Red,6/2/2008,6/1/2008,1458,875,2,1750
Southwest,Stationary Bikes and Stands,Accessories,Helmets,Sport-100,Blue,6/16/2008,6/1/2008,35,20,6,121
Southwest,Stationary Bikes and Stands,Bikes,Road Bikes,Road-450,Red,6/24/2008,6/1/2008,1458,875,1,875
Southwest,Stationary Bikes and Stands,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,6/10/2008,6/1/2008,50,29,4,115
Southwest,Stationary Bikes and Stands,Bikes,Road Bikes,Road-650,Red,6/29/2008,6/1/2008,783,419,2,839
Southwest,Stationary Bikes and Stands,Bikes,Road Bikes,Road-650,Black,6/2/2008,6/1/2008,783,419,4,1678
Southwest,Stationary Bikes and Stands,Components,Road Frames,LL Road Frame,Black,6/19/2008,6/1/2008,337,179,2,357
Southwest,Stationary Bikes and Stands,Clothing,Caps,Cycling Cap,Multi,6/10/2008,6/1/2008,9,5,2,10
Southwest,Stationary Bikes and Stands,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,6/17/2008,6/1/2008,50,29,1,29
Southwest,More Bikes!,Bikes,Road Bikes,Road-650,Black,6/2/2008,6/1/2008,783,419,1,419
Southwest,Two Wheels Cycle Store,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,6/20/2008,6/1/2008,50,29,2,58
Southwest,Two Wheels Cycle Store,Bikes,Road Bikes,Road-650,Red,6/19/2008,6/1/2008,783,419,2,839
Southwest,Two Wheels Cycle Store,Clothing,Caps,Cycling Cap,Multi,6/13/2008,6/1/2008,9,5,4,21
Southwest,Two Wheels Cycle Store,Bikes,Road Bikes,Road-650,Red,6/23/2008,6/1/2008,783,419,2,839
Southwest,Two Wheels Cycle Store,Bikes,Road Bikes,Road-650,Red,6/14/2008,6/1/2008,783,419,2,839
Southwest,Two Wheels Cycle Store,Bikes,Road Bikes,Road-650,Red,6/20/2008,6/1/2008,783,419,1,419
Southeast,Retirement Activities Association,Bikes,Road Bikes,Road-650,Black,6/12/2008,6/1/2008,783,419,1,419
Northeast,Famous Bike Sales and Service,Bikes,Road Bikes,Road-650,Red,6/13/2008,6/1/2008,783,419,1,419
Northeast,Famous Bike Sales and Service,Bikes,Road Bikes,Road-450,Red,6/25/2008,6/1/2008,1458,875,1,875
Northeast,Famous Bike Sales and Service,Bikes,Road Bikes,Road-650,Red,6/21/2008,6/1/2008,783,419,1,419
Northeast,Famous Bike Sales and Service,Bikes,Road Bikes,Road-650,Black,6/7/2008,6/1/2008,783,419,1,419
Northeast,Famous Bike Sales and Service,Bikes,Road Bikes,Road-650,Red,6/13/2008,6/1/2008,783,419,2,839
Northeast,Famous Bike Sales and Service,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,6/1/2008,6/1/2008,50,29,4,115
Northeast,Famous Bike Sales and Service,Bikes,Road Bikes,Road-450,Red,6/11/2008,6/1/2008,1458,875,1,875
Northwest,Demand Distributors,Components,Road Frames,LL Road Frame,Black,6/21/2008,6/1/2008,337,179,1,179
Northeast,Modern Bike Store,Bikes,Road Bikes,Road-150,Red,6/4/2008,6/1/2008,3578,2147,1,2147
Northeast,Modern Bike Store,Bikes,Road Bikes,Road-450,Red,6/19/2008,6/1/2008,1458,875,2,1750
Northeast,Modern Bike Store,Components,Road Frames,LL Road Frame,Black,6/19/2008,6/1/2008,337,179,2,357
Northeast,Modern Bike Store,Components,Road Frames,LL Road Frame,Red,6/11/2008,6/1/2008,337,184,3,552
Northeast,Modern Bike Store,Bikes,Road Bikes,Road-450,Red,7/1/2008,6/1/2008,1458,875,1,875
Northeast,Modern Bike Store,Bikes,Road Bikes,Road-150,Red,6/4/2008,6/1/2008,3578,2147,1,2147
Northeast,Modern Bike Store,Bikes,Road Bikes,Road-650,Black,6/29/2008,6/1/2008,783,419,2,839
Northeast,Modern Bike Store,Components,Road Frames,LL Road Frame,Black,6/13/2008,6/1/2008,337,179,2,357
Northeast,Modern Bike Store,Bikes,Road Bikes,Road-450,Red,6/16/2008,6/1/2008,1458,875,3,2624
Northeast,Modern Bike Store,Bikes,Road Bikes,Road-650,Black,6/26/2008,6/1/2008,783,419,3,1258
Northeast,Modern Bike Store,Components,Road Frames,LL Road Frame,Red,6/27/2008,6/1/2008,337,184,2,368
Northeast,Modern Bike Store,Bikes,Road Bikes,Road-650,Red,6/28/2008,6/1/2008,783,419,1,419
Northeast,Modern Bike Store,Components,Road Frames,LL Road Frame,Red,6/22/2008,6/1/2008,337,184,4,736
Northeast,Modern Bike Store,Bikes,Road Bikes,Road-650,Red,7/1/2008,6/1/2008,783,419,1,419
Northeast,Modern Bike Store,Bikes,Road Bikes,Road-650,Red,6/18/2008,6/1/2008,783,419,1,419
Northeast,Modern Bike Store,Bikes,Road Bikes,Road-150,Red,6/24/2008,6/1/2008,3578,2147,1,2147
Northeast,Modern Bike Store,Components,Road Frames,LL Road Frame,Red,6/27/2008,6/1/2008,337,184,1,184
Northeast,Modern Bike Store,Bikes,Road Bikes,Road-650,Black,6/6/2008,6/1/2008,783,419,2,839
Northeast,Modern Bike Store,Bikes,Road Bikes,Road-650,Black,6/28/2008,6/1/2008,783,419,3,1258
Northeast,Modern Bike Store,Bikes,Road Bikes,Road-650,Red,6/29/2008,6/1/2008,783,419,2,839
Northeast,Modern Bike Store,Components,Road Frames,ML Road Frame,Red,6/22/2008,6/1/2008,595,357,1,357
Northeast,Modern Bike Store,Bikes,Road Bikes,Road-150,Red,6/9/2008,6/1/2008,3578,2147,1,2147
Northeast,Modern Bike Store,Bikes,Road Bikes,Road-450,Red,6/7/2008,6/1/2008,1458,875,1,875
Northwest,Downtown Hotel,Bikes,Mountain Bikes,Mountain-100,Silver,6/22/2008,6/1/2008,3400,850,2,1700
Northwest,Downtown Hotel,Bikes,Mountain Bikes,Mountain-100,Black,6/10/2008,6/1/2008,3375,844,8,6750
Northwest,Downtown Hotel,Bikes,Mountain Bikes,Mountain-100,Silver,6/22/2008,6/1/2008,3400,850,6,5100
Northwest,Downtown Hotel,Bikes,Mountain Bikes,Mountain-100,Black,6/22/2008,6/1/2008,3375,844,5,4219
Northwest,Downtown Hotel,Clothing,Socks,Mountain Bike Socks,White,6/24/2008,6/1/2008,10,6,3,17
Northwest,Downtown Hotel,Components,Mountain Frames,HL Mountain Frame,Black,6/19/2008,6/1/2008,1350,715,2,1429
Northwest,Downtown Hotel,Components,Mountain Frames,HL Mountain Frame,Black,6/18/2008,6/1/2008,1350,715,1,715
Northwest,Downtown Hotel,Bikes,Mountain Bikes,Mountain-100,Black,6/2/2008,6/1/2008,3375,844,2,1687
Northwest,Downtown Hotel,Components,Mountain Frames,HL Mountain Frame,Black,6/17/2008,6/1/2008,1350,810,1,810
Northwest,Downtown Hotel,Components,Mountain Frames,HL Mountain Frame,Silver,6/23/2008,6/1/2008,1365,723,2,1445
Northwest,Downtown Hotel,Components,Mountain Frames,HL Mountain Frame,Silver,6/9/2008,6/1/2008,1365,723,1,723
Northwest,Downtown Hotel,Bikes,Mountain Bikes,Mountain-100,Silver,6/20/2008,6/1/2008,3400,850,6,5100
Northwest,Downtown Hotel,Bikes,Mountain Bikes,Mountain-100,Silver,6/5/2008,6/1/2008,3400,850,4,3400
Northwest,Downtown Hotel,Components,Mountain Frames,HL Mountain Frame,Silver,6/11/2008,6/1/2008,1365,819,2,1637
Northwest,Downtown Hotel,Bikes,Mountain Bikes,Mountain-100,Black,7/1/2008,6/1/2008,3375,844,7,5906
Southeast,Excellent Riding Supplies,Bikes,Road Bikes,Road-450,Red,6/6/2008,6/1/2008,1458,875,3,2624
Southeast,Excellent Riding Supplies,Bikes,Road Bikes,Road-150,Red,6/3/2008,6/1/2008,3578,2147,1,2147
Southeast,Excellent Riding Supplies,Components,Road Frames,LL Road Frame,Red,6/26/2008,6/1/2008,337,184,1,184
Southeast,Excellent Riding Supplies,Bikes,Road Bikes,Road-450,Red,6/22/2008,6/1/2008,1458,875,3,2624
Southeast,Excellent Riding Supplies,Bikes,Road Bikes,Road-450,Red,6/16/2008,6/1/2008,1458,875,4,3499
Southeast,Excellent Riding Supplies,Components,Road Frames,ML Road Frame,Red,6/5/2008,6/1/2008,595,357,2,714
Southeast,Excellent Riding Supplies,Bikes,Road Bikes,Road-650,Red,6/15/2008,6/1/2008,783,419,3,1258
Southeast,Excellent Riding Supplies,Bikes,Road Bikes,Road-650,Black,6/11/2008,6/1/2008,783,419,2,839
Southeast,Excellent Riding Supplies,Bikes,Road Bikes,Road-650,Red,6/5/2008,6/1/2008,783,419,1,419
Southeast,Excellent Riding Supplies,Bikes,Road Bikes,Road-650,Red,6/9/2008,6/1/2008,783,419,3,1258
Southeast,Excellent Riding Supplies,Bikes,Road Bikes,Road-650,Red,6/6/2008,6/1/2008,783,419,3,1258
Southeast,Excellent Riding Supplies,Bikes,Road Bikes,Road-150,Red,6/9/2008,6/1/2008,3578,2147,1,2147
Southeast,Excellent Riding Supplies,Components,Road Frames,LL Road Frame,Red,6/4/2008,6/1/2008,337,184,1,184
Southeast,Excellent Riding Supplies,Components,Road Frames,LL Road Frame,Black,6/27/2008,6/1/2008,337,179,2,357
Southeast,Excellent Riding Supplies,Bikes,Road Bikes,Road-150,Red,6/8/2008,6/1/2008,3578,2147,2,4294
Southeast,Excellent Riding Supplies,Bikes,Road Bikes,Road-150,Red,6/8/2008,6/1/2008,3578,2147,2,4294
Southeast,Excellent Riding Supplies,Bikes,Road Bikes,Road-650,Black,6/30/2008,6/1/2008,783,419,1,419
Southeast,Excellent Riding Supplies,Bikes,Road Bikes,Road-650,Black,6/5/2008,6/1/2008,783,419,4,1678
Southeast,Excellent Riding Supplies,Components,Road Frames,LL Road Frame,Red,6/11/2008,6/1/2008,337,184,2,368
Southeast,Excellent Riding Supplies,Bikes,Road Bikes,Road-650,Black,6/22/2008,6/1/2008,783,419,2,839
Southeast,Excellent Riding Supplies,Bikes,Road Bikes,Road-650,Red,6/5/2008,6/1/2008,783,419,3,1258
Southeast,Excellent Riding Supplies,Components,Road Frames,LL Road Frame,Black,6/27/2008,6/1/2008,337,179,5,893
